Gene,NCT Link,Condition,Intervention,Phase,Institution,State,Start Date
PIK3CA,https://clinicaltrials.gov/ct2/show/NCT03439046,['Breast Cancer'],"['Ribociclib', 'Letrozole', 'Alpelisib', 'Fulvestrant']",Phase 3,"['Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site']","['AL', 'BA', 'BG', 'BN', 'BR', 'BS', 'CR', 'CT', 'CT', 'FE', 'FG', 'GE', 'LI', 'MB', 'MC', 'ME', 'MI', 'MI', 'MI', 'MI', 'NU', 'PA', 'PA', 'PD', 'PI', 'PN', 'PO', 'PU', 'RA', 'RM', 'RM', 'RM', 'SA', 'TO', 'TO', 'UD', 'VR']","February 2, 2018"
PIK3CA,https://clinicaltrials.gov/ct2/show/NCT03318263,['Breast Cancer'],['next-generation sequencing (NGS)'],Not Applicable,"['Hôpital Claude Bernard', 'CHR Metz-Thionville', ""Centre d'oncologie Gentilly"", 'Institut Jean Godinot', 'Polyclinique de Courlancy', 'Centre Henri Becquerel', ""Polyclinique de l'Orangerie"", 'Clinique Saint Anne', 'CHU Strasbourg', 'Institut de cancérologie de Lorraine']",[],"December 7, 2017"
PIK3CA,https://clinicaltrials.gov/ct2/show/NCT03056755,['Breast Cancer'],"['alpelisib', 'fulvestrant', 'letrozole', 'Goserelin', 'Leuprolide']",Phase 2,"['Banner MD Anderson Cancer Center', 'Mayo Clinic (Arizona)', 'Kaiser Permanente Medical Group Kaiser Permanente-Moanalua M.C', 'Beverly Hills Cancer Center', 'USC Norris Cancer Center', 'University of Calif Irvine Medical Center', 'Kaiser Permanente Southern California', 'University of California, San Francisco', 'Cancer Research Collaboration, Inc', 'Yale University Yale Cancer Center', 'Advent Health Cancer Institute', 'University of Iowa Hospitals and Clinics', 'University of Kansas Cancer Center', 'University of Louisville Hospital/James Brown Cancer Ctr. SC', 'Mercy Medical Center', 'Greater Baltimore Medical Center Cancer Center', 'Holy Cross Hospital Pharmacy', 'Massachusetts General Hospital Neuroendocrine Unit', 'Lahey Clinic', 'Josephine Ford Cancer Institute', 'Washington University School of Medicine', 'St Vincent Frontier Cancer Center', 'New Mexico Cancer Care Alliance', 'Memorial Sloane Kettering Cancer Center', 'University Hospitals of Cleveland Seidman Cancer Center', 'Texas Oncology Charles A. Sammons Cancer Ctr', 'Texas Oncology P A SC-3', 'Texas Oncology Houston Memorial City', 'Texas Oncology P A Plano East', 'Cancer Care Centers of South Texas HOAST CCC of So. TX- San Antonio(2)', 'UT Health San Antonio', 'Virginia Oncology Associates SC', 'Northwest Medical Specialists', 'Wenatchee Valley Medical Center', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site', 'Novartis Investigative Site']","['Arizona', 'Arizona', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'Connecticut', 'Florida', 'Iowa', 'Kansas', 'Kentucky', 'Maryland', 'Maryland', 'Maryland', 'Massachusetts', 'Massachusetts', 'Michigan', 'Missouri', 'Montana', 'New Mexico', 'New York', 'Ohio', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Virginia', 'Washington', 'Washington', 'Buenos Aires', 'Buenos Aires', 'Buenos Aires', 'Sante Fe', 'British Columbia', 'Nova Scotia', 'Ontario', 'Ontario', 'Araucania', 'Alpes Maritimes', 'Hauts De Seine', 'West Bengal', 'BG', 'MI', 'MI', 'RM', 'Osaka', 'Osaka', 'Tokyo', 'Tokyo', 'Tokyo', 'Distrito Federal', 'AZ', 'Andalucia', 'Andalucia', 'Castilla Y Leon', 'Catalunya', 'Catalunya', 'Catalunya', 'Comunidad Valenciana', 'Pais Vasco', 'Surrey']","August 14, 2017"
PIK3CA,https://clinicaltrials.gov/ct2/show/NCT04073680,"['Breast Cancer', 'Endometrial Cancer', 'Lung Cancer', 'Colo-rectal Cancer', 'Head and Neck Cancer']","['Serabelisib', 'Canagliflozin 300mg']",Phase 1,[],[],"January 15, 2020"
POLD1,https://clinicaltrials.gov/ct2/show/NCT03428802,"['BRCA1 Gene Mutation', 'BRCA2 Gene Mutation', 'Locally Advanced Solid Neoplasm', 'Metastatic Malignant Solid Neoplasm', 'POLD1 Gene Mutation', 'POLE Gene Mutation', 'Recurrent Malignant Solid Neoplasm', 'Recurrent Ovarian Carcinoma', 'Stage III Breast Cancer AJCC v7', 'Stage III Ovarian Cancer AJCC v8', 'Stage IIIA Breast Cancer AJCC v7', 'Stage IIIA Ovarian Cancer AJCC v8', 'Stage IIIB Breast Cancer AJCC v7', 'Stage IIIB Ovarian Cancer AJCC v8', 'Stage IIIC Breast Cancer AJCC v7', 'Stage IIIC Ovarian Cancer AJCC v8', 'Stage IV Breast Cancer AJCC v6 and v7', 'Stage IV Ovarian Cancer AJCC v8', 'Stage IVA Ovarian Cancer AJCC v8', 'Stage IVB Ovarian Cancer AJCC v8']","['Laboratory Biomarker Analysis', 'Pembrolizumab']",Phase 2,['Rutgers Cancer Institute of New Jersey'],['New Jersey'],"March 8, 2018"
POLD1,https://clinicaltrials.gov/ct2/show/NCT03842228,"['Advanced Malignant Solid Neoplasm', 'ARID1A Gene Mutation', 'ATM Gene Mutation', 'ATRX Gene Mutation', 'BARD1 Gene Mutation', 'BRCA1 Gene Mutation', 'BRCA2 Gene Mutation', 'BRIP1 Gene Mutation', 'CDK12 Gene Mutation', 'CHEK1 Gene Mutation', 'CHEK2 Gene Mutation', 'FANCA Gene Mutation', 'FANCL Gene Mutation', 'Metastatic Malignant Solid Neoplasm', 'MRE11 Gene Mutation', 'MSH2 Gene Mutation', 'PALB2 Gene Mutation', 'PARP1 Gene Mutation', 'PIK3CA Gene Mutation', 'POLD1 Gene Mutation', 'PPP2R2A Gene Mutation', 'PTEN Gene Mutation', 'RAD51B Gene Mutation', 'RAD51C Gene Mutation', 'RAD51D Gene Mutation', 'RAD54L Gene Mutation', 'Unresectable Malignant Solid Neoplasm', 'XRCC2 Gene Mutation']","['Copanlisib', 'Copanlisib Hydrochloride', 'Durvalumab', 'Olaparib']",Phase 1,[],[],"August 12, 2019"
POLD1,https://clinicaltrials.gov/ct2/show/NCT03491345,"['PD-L1 Positive Mutation Tumor', 'EBV Positive Mutation Tumor', 'MSI-H Mutation Tumor', 'POLE/POLD1 Mutation Tumor']",['Avelumab'],Phase 2,"['Division of Medical Oncology, Severance Breast Cancer Clinic, Yonsei Cancer Center, Severance Hospital, Yonsei University Health System']",[],"August 1, 2017"
POLD1,https://clinicaltrials.gov/ct2/show/NCT03810339,"['Solid Tumor', 'Advanced Cancer']",['Toripalimab'],Phase 2,['Cancer center of Sun Yat-sen University'],['Guangdong'],"January 15, 2019"
POLE,https://clinicaltrials.gov/ct2/show/NCT03428802,"['BRCA1 Gene Mutation', 'BRCA2 Gene Mutation', 'Locally Advanced Solid Neoplasm', 'Metastatic Malignant Solid Neoplasm', 'POLD1 Gene Mutation', 'POLE Gene Mutation', 'Recurrent Malignant Solid Neoplasm', 'Recurrent Ovarian Carcinoma', 'Stage III Breast Cancer AJCC v7', 'Stage III Ovarian Cancer AJCC v8', 'Stage IIIA Breast Cancer AJCC v7', 'Stage IIIA Ovarian Cancer AJCC v8', 'Stage IIIB Breast Cancer AJCC v7', 'Stage IIIB Ovarian Cancer AJCC v8', 'Stage IIIC Breast Cancer AJCC v7', 'Stage IIIC Ovarian Cancer AJCC v8', 'Stage IV Breast Cancer AJCC v6 and v7', 'Stage IV Ovarian Cancer AJCC v8', 'Stage IVA Ovarian Cancer AJCC v8', 'Stage IVB Ovarian Cancer AJCC v8']","['Laboratory Biomarker Analysis', 'Pembrolizumab']",Phase 2,['Rutgers Cancer Institute of New Jersey'],['New Jersey'],"March 8, 2018"
POLE,https://clinicaltrials.gov/ct2/show/NCT03491345,"['PD-L1 Positive Mutation Tumor', 'EBV Positive Mutation Tumor', 'MSI-H Mutation Tumor', 'POLE/POLD1 Mutation Tumor']",['Avelumab'],Phase 2,"['Division of Medical Oncology, Severance Breast Cancer Clinic, Yonsei Cancer Center, Severance Hospital, Yonsei University Health System']",[],"August 1, 2017"
POLE,https://clinicaltrials.gov/ct2/show/NCT03150706,['Metastatic Colorectal Cancer'],['Avelumab'],Phase 2,['Asan Medical Center'],['Songpa'],"May 22, 2017"
POLE,https://clinicaltrials.gov/ct2/show/NCT03810339,"['Solid Tumor', 'Advanced Cancer']",['Toripalimab'],Phase 2,['Cancer center of Sun Yat-sen University'],['Guangdong'],"January 15, 2019"
POLE,https://clinicaltrials.gov/ct2/show/NCT04098068,"['High Tumor Mutation Burden', 'High TMB (Tumor Mutation Burden)', 'MSS (Microsatellite Unstable)']",['MK-3475 (an Antibody That Blocks Negative Signals to T Cells)'],Phase 2,"['Sidney Kimmel Comprehensive Cancer Center', 'Dana-Farber Cancer Institute', 'Memorial Sloan Kettering Cancer Center', 'Ohio State University', 'Providence Portland Medical Center', 'University of Pennsylvania, Abramson Cancer Center', 'University of Pittsburgh Cancer Institute']","['Maryland', 'Massachusetts', 'New York', 'Ohio', 'Oregon', 'Pennsylvania', 'Pennsylvania']","January 9, 2018"
PRKAR1A,https://clinicaltrials.gov/ct2/show/NCT03037385,"['RET-altered Non Small Cell Lung Cancer', 'Medullary Thyroid Cancer', 'RET-altered Papillary Thyroid Cancer', 'RET-altered Colon Cancer', 'RET-altered Solid Tumors', 'Lung Neoplasm', 'Carcinoma, Non-Small-Cell Lung', 'Thyroid Diseases', 'Thyroid Neoplasm', 'Thyroid Cancer, Papillary', 'Carcinoma, Neuroendocrine', 'Respiratory Tract Neoplasms', 'Thoracic Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Lung Diseases', 'Respiratory Tract Disease', 'Carcinoma, Bronchogenic', 'Bronchial Neoplasms', 'Endocrine System Diseases', 'Endocrine Gland Neoplasm', 'Head and Neck Neoplasms', 'Adenocarcinoma, Papillary', 'Adenocarcinoma', 'Carcinoma', 'Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Neuroendocrine Tumors', 'Neuroectodermal Tumors', 'Neoplasms, Germ Cell and Embryonal', 'Neoplasms, Nerve Tissue', 'Colonic Neoplasms', 'Colorectal Neoplasms', 'Intestinal Neoplasms', 'Gastrointestinal Neoplasms', 'Digestive System Neoplasm', 'Digestive System Disease', 'Gastrointestinal Disease', 'Colonic Diseases', 'Intestinal Disease']",['pralsetinib (BLU-667)'],Phase 1,"['Mayo Clinic', 'UC Irvine Medical Center', 'University of Colorado Cancer Center', 'Georgetown University Medical Center', 'Mayo Clinic', 'University of Miami Hospitals and Clinics, Sylvester Comprehensive Cancer Center', 'Massachusetts General Hospital', 'University of Michigan', 'Mayo Clinic', 'Washington University School of Medicine, Siteman Cancer Center', 'Cornell University', 'Oregon Health and Science University', 'University of Pennsylvania Hospital', 'Texas Oncology - Baylor Charles A. Sammons Cancer Center', 'University of Texas MD Anderson Cancer Center', 'University of Washington, Seattle Cancer Care Alliance', 'Tianjin Cancer Institute', 'Institut Bergonié', ""CHRU de Lille - Hôpital Claude Hurier Servide d'Endocrinologie et Diabétologie"", 'Centre Leon Berard', 'Institut Curie', 'CHU de Rennes - Hôpital Pontchaillou', 'Insitut Claudius Regaud', 'Gustave Roussy', 'Universitätsklinikum Essen', 'Thoraxklinik Heidelberg', 'Klinikum der Universitat Munchen', 'Pius-Hospital Oldenberg', 'Istituto Europeo di Oncologia Sviluppo Nuovi Farmaci per Terapie Innovative', 'Grande Ospedale Metropolitano Niguarda', 'Ospedale Santa Maria delle Croci', 'Seoul National University Hospital', 'Severance Hospital', 'Asan Medical Center', 'University Medical Center Groningen', 'National Cancer Centre Singapore', ""Hospital Universitari Vall d'Hebron"", 'Hospital Clinic Barcelona', 'Hospital Duran I Reynals', 'Hospital Universitario Ramon y Cajal', 'Hospital Universitario 12 de Octubre Servicio de Oncologia Medica', 'National Taiwan University Hospital', ""Guy's Hospital St. Thomas NHS Foundation Trust"", 'NIHR UCLH Clinical Research Facility, University College of London NHS Foundation Trust', 'The Christie NHS Foundation Trust']","['Arizona', 'California', 'Colorado', 'District of Columbia', 'Florida', 'Florida', 'Massachusetts', 'Michigan', 'Minnesota', 'Missouri', 'New York', 'Oregon', 'Pennsylvania', 'Texas', 'Texas', 'Washington']","March 17, 2017"
PRKAR1A,https://clinicaltrials.gov/ct2/show/NCT03899792,"['Medullary Thyroid Cancer', 'Infantile Myofibromatosis', 'Infantile Fibrosarcoma', 'Papillary Thyroid Cancer', 'Soft Tissue Sarcoma']",['LOXO-292'],Phase 1,"[""Children's Hospital Los Angeles"", 'Dana Farber Cancer Institute', 'Memorial Sloan Kettering Cancer Center', ""Cincinnati Children's Hospital Medical Center"", ""Children's Hospital of Philadelphia"", ""St. Jude Children's Research Hospital, Inc."", 'University of Texas, Southwestern Medical Center', ""Texas Children's Hospital"", ""Seattle Children's Hospital""]","['California', 'Massachusetts', 'New York', 'Ohio', 'Pennsylvania', 'Tennessee', 'Texas', 'Texas', 'Washington']","July 1, 2019"
PRKAR1A,https://clinicaltrials.gov/ct2/show/NCT03157128,"['Non-Small Cell Lung Cancer', 'Medullary Thyroid Cancer', 'Colon Cancer', 'Any Solid Tumor']",['LOXO-292'],Phase 1,"['Mayo Clinic - Scottsdale', 'City of Hope', 'UCSD Medical Center', 'University of California, Los Angeles (UCLA) - Medical Center', 'Hoag Memorial Hospital Presbyterian', 'Kaiser Permanente of Oakland', 'University of California - Irvine Medical Center', 'Kaiser Permanente- Sacramento', 'Kaiser Permanente - San Francisco', 'University of California, San Francisco (UCSF) - Helen Diller Family Comprehensive Cancer Center', 'Kaiser Permanente - Santa Clara, CA', 'Kaiser Permanente- Vallejo', 'Sarah Cannon Research Institute at HealthONE', 'Yale University School of Medicine - Yale Cancer Center', 'Mayo Clinic - Jacksonville', 'Memorial Hospital', 'Emory University School of Medicine', 'University of Chicago Medicine', 'Ochsner Clinic Foundation', 'Johns Hopkins Kimmel Cancer Center', 'University of Maryland Medical Center', 'Massachusetts General Hospital', 'Dana-Farber Cancer Institute', 'University of Michigan', 'Barbara Ann Karmanos Cancer Institute', 'Henry Ford Health System', 'South Texas Accelerated Research Therapeutics (START) Midwest', 'Mayo Clinic - Rochester', 'Washington University School of Medicine', 'Comprehensive Cancer Centers of Nevada', 'Roswell Park Comprehensive Cancer Center', 'New York Cancer and Blood Specialists', 'New York University (NYU) Langone Medical Center', 'Memorial Sloan Kettering Cancer Center', 'University of North Carolina (UNC) - Chapel Hill', 'Cleveland Clinic', 'The James Cancer Hospital and Solove Research Institute, The Ohio State University Comprehensive Cancer Center', 'Oregon Health & Science University (OHSU)', 'University of Pennsylvania', 'Sarah Cannon Research Institute, LLC', 'Vanderbilt University School of Medicine', 'University of Texas Southwestern Medical Center', 'MD Anderson Cancer Center', 'Huntsman Cancer Institute', 'Virginia Cancer Specialists', 'University of Wisconsin - Carbone Cancer Center', 'Peter MacCallum Cancer Institute', 'Royal North Shore Hospital', 'British Columbia Cancer Agency', 'The Finsen Centre', 'Institut Bergonie', 'Centre Leon Berard', 'Hospital La Timone', 'ICM - Institut Regional du Cancer de Montpellier', 'Hopital Europeen Georges Pompidou', 'Gustave Roussy', 'Uniklinik Koeln', 'Universitatsklinikum Wurzburg - Department of Internal Medicine I', 'Prince of Wales Hospital - Department of Clinical Oncology', 'Soroka University Medical Center - Dept. of Oncology', 'Hadassah Hebrew University Medical Center Ein Karem', 'Sheba Medical Center', 'Istituto Nazionale Tumori - National Cancer Institute', 'National Cancer Center Hospital East', 'Hyogo Cancer Center', 'National Hospital Organization Kyushu Cancer Center', 'Hokkaido University Hospital', 'Kanazawa University Hospital', 'Nagoya University Hospital', 'Okayama University Hospital', 'Osaka City General Hospital', 'Shizuoka Cancer Center', 'National Cancer Center Hospital', 'Cancer Institute Hospital of JFCR', 'Tottori University Hospital', 'Kindai University Hospital, Faculty of Medicine', 'National Cancer Center', 'Seoul National University Bundang Hospital', 'Severance Hospital, Yonsei University Health System', 'Asan Medical Center', 'Samsung Medical Center', 'National Cancer Centre', ""Hospital Universitario Vall d'Hebron"", 'Fundacion Jimenez Diaz, START-Madrid', 'START Madrid, Hospital Universitario HM Sanchinarro', 'Luzerner General Hospital', 'Taichung Veterans General Hospital', 'National Taiwan University Hospital', 'Royal Marsden Hospital - Surrey']","['Arizona', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'Colorado', 'Connecticut', 'Florida', 'Florida', 'Georgia', 'Illinois', 'Louisiana', 'Maryland', 'Maryland', 'Massachusetts', 'Massachusetts', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Minnesota', 'Missouri', 'Nevada', 'New York', 'New York', 'New York', 'New York', 'North Carolina', 'Ohio', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Tennessee', 'Texas', 'Texas', 'Utah', 'Virginia', 'Wisconsin', 'British Columbia', 'Chiba']","May 9, 2017"
PTCH1,https://clinicaltrials.gov/ct2/show/NCT03434262,"['Anaplastic Astrocytoma', 'Anaplastic Ependymoma', 'Anaplastic Ganglioglioma', 'Anaplastic Meningioma', 'Anaplastic Oligodendroglioma', 'Pleomorphic Xanthoastrocytoma, Anaplastic', 'Atypical Teratoid/Rhabdoid Tumor', 'Brain Cancer', 'Brain Tumor', 'Central Nervous System Neoplasms', 'Choroid Plexus Carcinoma', 'CNS Embryonal Tumor With Rhabdoid Features', 'Ganglioneuroblastoma of Central Nervous System', 'CNS Tumor', 'Embryonal Tumor of CNS', 'Ependymoma', 'Glioblastoma', 'Glioma', 'Glioma, Malignant', 'Medulloblastoma', 'Medulloblastoma; Unspecified Site', 'Medulloepithelioma', 'Neuroepithelial Tumor', 'Neoplasms', 'Neoplasms, Neuroepithelial', 'Papillary Tumor of the Pineal Region (High-grade Only)', 'Pediatric Brain Tumor', 'Pineal Parenchymal Tumor of Intermediate Differentiation (High-grade Only)', 'Pineoblastoma', 'Primitive Neuroectodermal Tumor', 'Recurrent Medulloblastoma', 'Refractory Brain Tumor', 'Neuroblastoma. CNS', 'Glioblastoma, IDH-mutant', 'Glioblastoma, IDH-wildtype', 'Medulloblastoma, Group 3', 'Medulloblastoma, Group 4', 'Glioma, High Grade', 'Neuroepithelial Tumor, High Grade', 'Medulloblastoma, SHH-activated and TP53 Mutant', 'Medulloblastoma, SHH-activated and TP53 Wildtype', 'Medulloblastoma, Chromosome 9q Loss', 'Medulloblastoma, Non-WNT Non-SHH, NOS', 'Medulloblastoma, Non-WNT/Non-SHH', 'Medulloblastoma, PTCH1 Mutation', 'Medulloblastoma, WNT-activated', 'Ependymoma, Recurrent', 'Glioma, Recurrent High Grade', 'Glioma, Recurrent Malignant', 'Embryonal Tumor, NOS', 'Glioma, Diffuse Midline, H3K27M-mutant', 'Embryonal Tumor With Multilayered Rosettes (ETMR)', 'Ependymoma, NOS, WHO Grade III', 'Ependymoma, NOS, WHO Grade II', 'Medulloblastoma, G3/G4', 'Ependymoma, RELA Fusion Positive']","['Gemcitabine', 'ribociclib', 'sonidegib', 'trametinib', 'filgrastim']",Phase 1,"[""St. Jude Children's Research Hospital""]",['Tennessee'],"March 5, 2018"
PTCH2,https://clinicaltrials.gov/ct2/show/NCT03037385,"['RET-altered Non Small Cell Lung Cancer', 'Medullary Thyroid Cancer', 'RET-altered Papillary Thyroid Cancer', 'RET-altered Colon Cancer', 'RET-altered Solid Tumors', 'Lung Neoplasm', 'Carcinoma, Non-Small-Cell Lung', 'Thyroid Diseases', 'Thyroid Neoplasm', 'Thyroid Cancer, Papillary', 'Carcinoma, Neuroendocrine', 'Respiratory Tract Neoplasms', 'Thoracic Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Lung Diseases', 'Respiratory Tract Disease', 'Carcinoma, Bronchogenic', 'Bronchial Neoplasms', 'Endocrine System Diseases', 'Endocrine Gland Neoplasm', 'Head and Neck Neoplasms', 'Adenocarcinoma, Papillary', 'Adenocarcinoma', 'Carcinoma', 'Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Neuroendocrine Tumors', 'Neuroectodermal Tumors', 'Neoplasms, Germ Cell and Embryonal', 'Neoplasms, Nerve Tissue', 'Colonic Neoplasms', 'Colorectal Neoplasms', 'Intestinal Neoplasms', 'Gastrointestinal Neoplasms', 'Digestive System Neoplasm', 'Digestive System Disease', 'Gastrointestinal Disease', 'Colonic Diseases', 'Intestinal Disease']",['pralsetinib (BLU-667)'],Phase 1,"['Mayo Clinic', 'UC Irvine Medical Center', 'University of Colorado Cancer Center', 'Georgetown University Medical Center', 'Mayo Clinic', 'University of Miami Hospitals and Clinics, Sylvester Comprehensive Cancer Center', 'Massachusetts General Hospital', 'University of Michigan', 'Mayo Clinic', 'Washington University School of Medicine, Siteman Cancer Center', 'Cornell University', 'Oregon Health and Science University', 'University of Pennsylvania Hospital', 'Texas Oncology - Baylor Charles A. Sammons Cancer Center', 'University of Texas MD Anderson Cancer Center', 'University of Washington, Seattle Cancer Care Alliance', 'Tianjin Cancer Institute', 'Institut Bergonié', ""CHRU de Lille - Hôpital Claude Hurier Servide d'Endocrinologie et Diabétologie"", 'Centre Leon Berard', 'Institut Curie', 'CHU de Rennes - Hôpital Pontchaillou', 'Insitut Claudius Regaud', 'Gustave Roussy', 'Universitätsklinikum Essen', 'Thoraxklinik Heidelberg', 'Klinikum der Universitat Munchen', 'Pius-Hospital Oldenberg', 'Istituto Europeo di Oncologia Sviluppo Nuovi Farmaci per Terapie Innovative', 'Grande Ospedale Metropolitano Niguarda', 'Ospedale Santa Maria delle Croci', 'Seoul National University Hospital', 'Severance Hospital', 'Asan Medical Center', 'University Medical Center Groningen', 'National Cancer Centre Singapore', ""Hospital Universitari Vall d'Hebron"", 'Hospital Clinic Barcelona', 'Hospital Duran I Reynals', 'Hospital Universitario Ramon y Cajal', 'Hospital Universitario 12 de Octubre Servicio de Oncologia Medica', 'National Taiwan University Hospital', ""Guy's Hospital St. Thomas NHS Foundation Trust"", 'NIHR UCLH Clinical Research Facility, University College of London NHS Foundation Trust', 'The Christie NHS Foundation Trust']","['Arizona', 'California', 'Colorado', 'District of Columbia', 'Florida', 'Florida', 'Massachusetts', 'Michigan', 'Minnesota', 'Missouri', 'New York', 'Oregon', 'Pennsylvania', 'Texas', 'Texas', 'Washington']","March 17, 2017"
PTCH2,https://clinicaltrials.gov/ct2/show/NCT03899792,"['Medullary Thyroid Cancer', 'Infantile Myofibromatosis', 'Infantile Fibrosarcoma', 'Papillary Thyroid Cancer', 'Soft Tissue Sarcoma']",['LOXO-292'],Phase 1,"[""Children's Hospital Los Angeles"", 'Dana Farber Cancer Institute', 'Memorial Sloan Kettering Cancer Center', ""Cincinnati Children's Hospital Medical Center"", ""Children's Hospital of Philadelphia"", ""St. Jude Children's Research Hospital, Inc."", 'University of Texas, Southwestern Medical Center', ""Texas Children's Hospital"", ""Seattle Children's Hospital""]","['California', 'Massachusetts', 'New York', 'Ohio', 'Pennsylvania', 'Tennessee', 'Texas', 'Texas', 'Washington']","July 1, 2019"
